title,type,genre,year,rating,actors,overview,image_url
Inception,Movie,Crime,2011,9.3,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51s+Oa0Rr0L._AC_.jpg
Avatar,Movie,Fantasy,2003,7.5,"Leonardo DiCaprio, Tom Hardy",A fantasy story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/61O1M9d8H7L._AC_SY679_.jpg
Game of Thrones,Series,Comedy,2012,8.5,"Nawazuddin Siddiqui, Saif Ali Khan",A comedy story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,Movie,Thriller,1996,6.7,"Leonardo DiCaprio, Tom Hardy",A thriller story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/51K8ouYrHeL._AC_.jpg
PK,Movie,Drama,2018,8.4,"Shah Rukh Khan, Deepika Padukone",A drama story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,Movie,Thriller,2018,7.3,"Shah Rukh Khan, Deepika Padukone",A thriller story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
Money Heist,Series,Drama,2024,6.8,"Shah Rukh Khan, Deepika Padukone",A drama story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sacred Games,Series,Crime,1995,8.6,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Inception,Movie,Sci-Fi,1996,6.9,"Robert Downey Jr., Chris Evans",A sci-fi story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51s+Oa0Rr0L._AC_.jpg
PK,Movie,Comedy,1986,7.7,"Leonardo DiCaprio, Tom Hardy",A comedy story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Breaking Bad,Series,Fantasy,2021,8.5,"Shah Rukh Khan, Deepika Padukone",A fantasy story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
The Matrix,Movie,Fantasy,2005,7.6,"Leonardo DiCaprio, Tom Hardy",A fantasy story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,Movie,Action,2005,8.0,"Robert Downey Jr., Chris Evans",A action story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,Movie,Drama,1986,6.7,"Leonardo DiCaprio, Tom Hardy",A drama story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/51s+Oa0Rr0L._AC_.jpg
Gladiator,Movie,Fantasy,1992,7.2,"Robert Downey Jr., Chris Evans",A fantasy story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sacred Games,Series,Crime,2022,7.9,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Forrest Gump,Movie,Crime,2004,8.3,"Nawazuddin Siddiqui, Saif Ali Khan",A crime story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,Movie,Action,1985,6.6,"Robert Downey Jr., Chris Evans",A action story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,Movie,Romance,1999,6.1,"Nawazuddin Siddiqui, Saif Ali Khan",A romance story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Thriller,2020,9.1,"Leonardo DiCaprio, Tom Hardy",A thriller story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,Movie,Romance,1999,8.5,"Robert Downey Jr., Chris Evans",A romance story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,Movie,Fantasy,2011,6.5,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,Movie,Action,2024,7.3,"Aamir Khan, Kareena Kapoor",A action story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
Taare Zameen Par,Movie,Romance,2012,6.0,"Robert Downey Jr., Chris Evans",A romance story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,Movie,Comedy,1981,8.7,"Nawazuddin Siddiqui, Saif Ali Khan",A comedy story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Sci-Fi,1988,6.9,"Nawazuddin Siddiqui, Saif Ali Khan",A sci-fi story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,Movie,Sci-Fi,1993,8.4,"Leonardo DiCaprio, Tom Hardy",A sci-fi story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Dangal,Movie,Thriller,1990,6.9,"Aamir Khan, Kareena Kapoor",A thriller story featuring Aamir Khan.,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
The Dark Knight,Movie,Drama,2009,6.3,"Nawazuddin Siddiqui, Saif Ali Khan",A drama story featuring Nawazuddin Siddiqui.,https://m.media-amazon.com/images/I/51EbJjl1fWL._AC_.jpg
Money Heist,Series,Romance,1989,6.5,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,Movie,Action,2009,8.0,"Leonardo DiCaprio, Tom Hardy",A action story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Interstellar,Movie,Sci-Fi,1981,8.9,"Robert Downey Jr., Chris Evans",A sci-fi story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Mirzapur,Series,Romance,1985,9.5,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,Movie,Action,1983,7.2,"Robert Downey Jr., Chris Evans",A action story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Breaking Bad,Series,Crime,1982,8.4,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
Sacred Games,Series,Romance,2008,9.1,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Titanic,Movie,Sci-Fi,2014,6.6,"Aamir Khan, Kareena Kapoor",A sci-fi story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
Taare Zameen Par,Movie,Crime,1981,8.5,"Nawazuddin Siddiqui, Saif Ali Khan",A crime story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,Movie,Action,1980,6.1,"Aamir Khan, Kareena Kapoor",A action story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,Movie,Thriller,2010,8.9,"Leonardo DiCaprio, Tom Hardy",A thriller story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/51s+Oa0Rr0L._AC_.jpg
Joker,Movie,Thriller,2023,7.9,"Robert Downey Jr., Chris Evans",A thriller story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,Movie,Fantasy,1992,8.5,"Shah Rukh Khan, Deepika Padukone",A fantasy story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
PK,Movie,Action,1981,8.5,"Nawazuddin Siddiqui, Saif Ali Khan",A action story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,Movie,Romance,2023,8.0,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Stranger Things,Series,Action,1994,6.8,"Leonardo DiCaprio, Tom Hardy",A action story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
Game of Thrones,Series,Action,2008,6.1,"Shah Rukh Khan, Deepika Padukone",A action story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
